Title,Authors,Published,Updated,Summary,ID,Categories,Real_Categories
Flavour symmetry breaking and meson masses,"['Mandar S. Bhagwat', 'Lei Chang', 'Yu-Xin Liu', 'Craig D. Roberts', 'Peter C. Tandy']",2007-08-08T15:18:12Z,2007-08-09T16:51:40Z,"The axial-vector Ward-Takahashi identity is used to derive mass formulae for
neutral pseudoscalar mesons. Flavour symmetry breaking entails non-ideal
flavour content for these states. Adding that the \eta^\prime is not a
Goldstone mode, exact chiral-limit relations are developed from the identity.
They connect the dressed-quark propagator to the topological susceptibility. It
is confirmed that in the chiral limit the \eta^\prime mass is proportional to
the matrix element which connects this state to the vacuum via the topological
susceptibility. The implications of the mass formulae are illustrated using an
elementary dynamical model, which includes an Ansatz for that part of the
Bethe-Salpeter kernel related to the non-Abelian anomaly. In addition to the
current-quark masses, the model involves two parameters, one of which is a
mass-scale. It is employed in an analysis of pseudoscalar- and vector-meson
bound-states. While the effects of SU(N_f=2) and SU(N_f=3) flavour symmetry
breaking are emphasised, the five-flavour spectra are described. Despite its
simplicity, the model is elucidative and phenomenologically efficacious; e.g.,
it predicts \eta-\eta^\prime mixing angles of ~ (-15 degrees) and \pi^0-\eta
angles of ~ 1 degree.",http://arxiv.org/abs/0708.1118v2,[],[]
Results from the N* program at JLab,"['I. Aznauryan', 'V. D. Burkert', 'T. -S. H. Lee', 'V. Mokeev']",2011-02-03T03:19:41Z,2011-02-08T02:10:09Z,"We discuss the results on the fundamental degrees of freedom underlying the
nucleon excitation spectrum and how they evolve as the resonance transitions
are investigated with increasingly better space-time resolution of the
electromagnetic probe. The search for undiscovered but predicted states
continues to be pursued with a vigorous experimental program. While recent data
from JLab and elsewhere provide intriguing hints of new states, final
conclusions will have to wait for the results of the broad experimental effort
currently underway with CLAS, and subsequent analyses involving the EBAC at
JLab.",http://arxiv.org/abs/1102.0597v3,[],[]
$J/Ψ$-nuclear bound states,"['K. Tsushima', 'D. H. Lu', 'G. Krein', 'A. W. Thomas']",2011-03-29T00:41:29Z,2011-06-11T02:14:37Z,"$J/\Psi$-nuclear bound state energies are calculated for a range of nuclei by
solving the Proca (Klein-Gordon) equation. Critical input for the calculations,
namely the medium-modified $D$ and $D^*$ meson masses, as well as the nucleon
density distributions in nuclei, are obtained from the quark-meson coupling
model. The attractive potential originates from the $D$ and $D^*$ meson loops
in the $J/\Psi$ self-energy in nuclear medium. It appears that $J/\Psi$-nuclear
bound states should produce a clear experimental signature provided that the
$J/\Psi$ meson is produced in recoilless kinematics.",http://arxiv.org/abs/1103.5516v2,[],[]
"Probing the QCD Critical Point with Higher Moments of Net-proton
  Multiplicity Distributions",['Xiaofeng Luo'],2011-06-15T10:21:42Z,2011-06-15T10:21:42Z,"Higher moments of event-by-event net-proton multiplicity distributions are
applied to search for the QCD critical point in the heavy ion collisions. It
has been demonstrated that higher moments as well as moment products are
sensitive to the correlation length and directly connected to the thermodynamic
susceptibilities computed in the Lattice QCD and Hadron Resonance Gas (HRG)
model. In this paper, we will present measurements for kurtosis ($\kappa$),
skewness ($S$) and variance ($\sigma^{2}$) of net-proton multiplicity
distributions at the mid-rapidity ($|y|<0.5$) and $0.4<p_{T}<0.8$ GeV/$c$ for
Au+Au collisions at $\sqrt{s_{NN}}$=19.6, 39, 62.4, 130 and 200 GeV, Cu+Cu
collisions at $\sqrt{s_{NN}}$=22.4, 62.4 and 200 GeV, d+Au collisions at
$\sqrt{s_{NN}}$=200 GeV and p+p collisions at $\sqrt{s_{NN}}$=62.4 and 200 GeV.
The moment products $\kappa \sigma^{2}$ and $S \sigma$ of net-proton
distributions, which are related to volume independent baryon number
susceptibility ratio, are compared to the Lattice QCD and HRG model
calculations. The $\kappa \sigma^{2}$ and $S \sigma$ of net-proton
distributions are consistent with Lattice QCD and HRG model calculations at
high energy, which support the thermalization of the colliding system.
Deviations of $\kappa \sigma^{2}$ and $S \sigma$ for the Au+Au collisions at
low energies from HRG model calculations are also observed.",http://arxiv.org/abs/1106.2926v1,[],[]
Octet baryon electromagnetic form factors in a relativistic quark model,"['G. Ramalho', 'K. Tsushima']",2011-07-09T15:25:11Z,2011-09-17T18:17:51Z,"We study the octet baryon electromagnetic properties by applying the
covariant spectator quark model, and provide covariant parametrization that can
be used to study baryon electromagnetic reactions. While we use the lattice QCD
data in the large pion mass regime (small pion cloud effects) to determine the
parameters of the model in the valence quark sector, we use the nucleon
physical and octet baryon magnetic moment data to parameterize the pion cloud
contributions. The valence quark contributions for the octet baryon
electromagnetic form factors are estimated by extrapolating the lattice
parametrization in the large pion mass regime to the physical regime. As for
the pion cloud contributions, we parameterize them in a covariant,
phenomenological manner, combined with SU(3) symmetry. We also discuss the
impact of the pion cloud effects on the octet baryon electromagnetic form
factors and their radii.",http://arxiv.org/abs/1107.1791v3,[],[]
Timelike gamma* N -> Delta form factors and Delta Dalitz decay,"['G. Ramalho', 'M. T. Pena']",2012-05-11T16:52:25Z,2012-05-11T16:52:25Z,"We extend a covariant model, tested before in the spacelike region for the
physical and lattice QCD regimes, to a calculation of the gamma* N -> Delta
reaction in the timelike region, where the square of the transfered momentum,
q^2, is positive (q^2>0). We estimate the Dalitz decay Delta -> Ne+e- and the
Delta distribution mass distribution function. The results presented here can
be used to simulate the NN -> NNe+e- reactions at moderate beam kinetic
energies.",http://arxiv.org/abs/1205.2575v1,[],[]
Octet baryon electromagnetic form factors in nuclear medium,"['G. Ramalho', 'K. Tsushima', 'A. W. Thomas']",2012-06-11T13:59:13Z,2012-12-02T21:01:06Z,"We study the octet baryon electromagnetic form factors in nuclear matter
using the covariant spectator quark model extended to the nuclear matter
regime. The parameters of the model in vacuum are fixed by the study of the
octet baryon electromagnetic form factors. In nuclear matter the changes in
hadron properties are calculated by including the relevant hadron masses and
the modification of the pion-baryon coupling constants calculated in the
quark-meson coupling model. In nuclear matter the magnetic form factors of the
octet baryons are enhanced in the low $Q^2$ region, while the electric form
factors show a more rapid variation with $Q^2$. The results are compared with
the modification of the bound proton electromagnetic form factors observed at
Jefferson Lab. In addition, the corresponding changes for the bound neutron are
predicted.",http://arxiv.org/abs/1206.2207v2,[],[]
"Valence quark and meson cloud contributions to the $γ^\ast N \to
  N^\ast(1520)$ form factors","['G. Ramalho', 'M. T. Peña']",2013-09-03T15:56:04Z,2014-05-20T20:37:30Z,"The covariant spectator quark model is applied to the $\gamma^\ast N \to
N^\ast(1520)$ reaction. The valence quark contributions to the electromagnetic
form factors and helicity transition amplitudes are estimated from the
covariant structure of the $N^\ast(1520)$ wave function calibrated by the
experimental data for large squared momentum transfer $Q^2$. The difference
between the model results and the experimental data is then used to
parameterize the low $Q^2$ behavior, where meson cloud effects are assumed to
dominate. This parametrization can be very useful for future studies of the
reaction, as well as for the extension of the transition form factors to the
timelike region.",http://arxiv.org/abs/1309.0730v2,[],[]
Basic features of the pion valence-quark distribution function,"['Lei Chang', 'Cédric Mezrag', 'Hervé Moutarde', 'Craig D. Roberts', 'Jose Rodríguez-Quintero', 'Peter C. Tandy']",2014-06-20T16:20:42Z,2014-06-20T16:20:42Z,"The impulse-approximation expression used hitherto to define the pion's
valence-quark distribution function is flawed because it omits contributions
from the gluons which bind quarks into the pion. A corrected leading-order
expression produces the model-independent result that quarks dressed via the
rainbow-ladder truncation, or any practical analogue, carry all the pion's
light-front momentum at a characteristic hadronic scale. Corrections to the
leading contribution may be divided into two classes, responsible for shifting
dressed-quark momentum into glue and sea-quarks. Working with available
empirical information, we use an algebraic model to express the principal
impact of both classes of corrections. This enables a realistic comparison with
experiment that allows us to highlight the basic features of the pion's
measurable valence-quark distribution, $q^\pi(x)$; namely, at a characteristic
hadronic scale, $q^\pi(x) \sim (1-x)^2$ for $x\gtrsim 0.85$; and the
valence-quarks carry approximately two-thirds of the pion's light-front
momentum.",http://arxiv.org/abs/1406.5450v1,[],[]
"Undersaturation of quarks at early stages of relativistic nuclear
  collisions: the hot glue initial scenario and its observable signatures","['H. Stoecker', 'M. Beitel', 'T. S. Biró', 'L. P. Csernai', 'K. Gallmeister', 'M. I. Gorenstein', 'C. Greiner', 'I. N. Mishustin', 'M. Panero', 'S. Raha', 'L. M. Satarov', 'S. Schramm', 'F. Senzel', 'B. Sinha', 'J. Steinheimer', 'J. Struckmeier', 'V. Vovchenko', 'Z. Xu', 'K. Zhou', 'P. Zhuang']",2015-09-25T11:24:36Z,2015-11-17T13:51:37Z,"The early stage of high multiplicity nuclear collisions is represented by a
nearly quarkless, hot, deconfined pure gluon plasma. This new scenario should
be characterized by a suppression of high $p_T$ photons and dileptons as well
as by reduced baryon to meson ratios. We present the numerical results for
central Pb+Pb collisions at the LHC energies by using the ideal Bjorken
hydrodynamics with time-dependent quark fugacity. It is shown that about 25\%
of final total entropy is generated during the hydrodynamic evolution of
chemically undersaturated quark-gluon plasma.",http://arxiv.org/abs/1509.07682v3,[],[]
Leading-twist parton distribution amplitudes of S-wave heavy-quarkonia,"['Minghui Ding', 'Fei Gao', 'Lei Chang', 'Yu-Xin Liu', 'Craig D. Roberts']",2015-11-16T13:03:47Z,2015-11-16T13:03:47Z,"The leading-twist parton distribution amplitudes (PDAs) of ground-state
$^1S_0$ and $^3S_1$ $c\bar c$- and $b\bar b$-quarkonia are calculated using a
symmetry-preserving continuum treatment of the meson bound-state problem which
unifies the properties of these heavy-quark systems with those of light-quark
bound-states, including QCD's Goldstone modes. Analysing the evolution of
$^1S_0$ and $^3S_1$ PDAs with current-quark mass, $\hat m_q$, increasing away
from the chiral limit, it is found that in all cases there is a value of $\hat
m_q$ for which the PDA matches the asymptotic form appropriate to QCD's
conformal limit and hence is insensitive to changes in renormalisation scale,
$\zeta$. This mass lies just above that associated with the $s$-quark. At
current-quark masses associated with heavy-quarkonia, on the other hand, the
PDAs are piecewise convex-concave-convex. They are much narrower than the
asymptotic distribution on a large domain of $\zeta$; but nonetheless deviate
noticeably from $\varphi_{Q\bar Q}(x) = \delta(x-1/2)$, which is the result in
the static-quark limit. There are also material differences between $^1S_0$ and
$^3S_1$ PDAs, and between the PDAs for different vector-meson polarisations,
which vanish slowly with increasing $\zeta$. An analysis of moments of the
root-mean-square relative-velocity, $\langle v^{2m}\rangle$, in $^1S_0$ and
$^3S_1$ systems reveals that $\langle v^4\rangle$-contributions may be needed
in order to obtain a reliable estimate of matrix elements using such an
expansion, especially for processes involving heavy pseudoscalar quarkonia.",http://arxiv.org/abs/1511.04943v1,[],[]
Axial form factors of the octet baryons in a covariant quark model,"['G. Ramalho', 'K. Tsushima']",2015-12-03T17:25:16Z,2016-05-25T23:13:34Z,"We study the weak interaction axial form factors of the octet baryons, within
the covariant spectator quark model, focusing on the dependence of
four-momentum transfer squared, Q^2. In our model the axial form factors
G_A(Q^2) (axial-vector form factor) and G_P(Q^2) (induced pseudoscalar form
factor), are calculated based on the constituent quark axial form factors and
the octet baryon wave functions. The quark axial current is parametrized by the
two constituent quark form factors, the axial-vector form factor g_A^q(Q^2),
and the induced pseudoscalar form factor g_P^q(Q^2). The baryon wave functions
are composed of a dominant S-state and a P-state mixture for the relative
angular momentum of the quarks. First, we study in detail the nucleon case. We
assume that the quark axial-vector form factor g_A^q(Q^2) has the same function
form as that of the quark electromagnetic isovector form factor. The remaining
parameters of the model, the P-state mixture and the Q^2-dependence of
g_P^q(Q^2), are determined by a fit to the nucleon axial form factor data
obtained by lattice QCD simulations with large pion masses. In this lattice QCD
regime the meson cloud effects are small, and the physics associated with the
valence quarks can be better calibrated. Once the valence quark model is
calibrated, we extend the model to the physical regime, and use the low Q^2
experimental data to estimate the meson cloud contributions for G_A(Q^2) and
G_P(Q^2). Using the calibrated quark axial form factors, and the generalization
of the nucleon wave function for the other octet baryon members, we make
predictions for all the possible weak interaction axial form factors G_A(Q^2)
and G_P(Q^2) of the octet baryons. The results are compared with the
corresponding experimental data for G_A(0), and with the estimates of
baryon-meson models based on SU(6) symmetry.",http://arxiv.org/abs/1512.01167v2,[],[]
